Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 37.50      0.06     0.06 10008720     0.00     0.00  Lines::getLineImpl()
 31.25      0.11     0.05        1    50.00   132.78  TaskBuilder::run()
  6.25      0.12     0.01 10008811     0.00     0.00  ioutility::getRequestId(unsigned int)
  6.25      0.13     0.01     9013     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long)
  6.25      0.14     0.01     2001     0.00     0.00  CryptoSodium::setAESKey(std::array<unsigned char, 32ul>&)
  6.25      0.15     0.01     1001     0.01     0.01  std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::xsputn(char const*, long)
  6.25      0.16     0.01                             _init
  0.00      0.16     0.00    12012     0.00     0.00  FileLines::getInputPosition()
  0.00      0.16     0.00    10002     0.00     0.00  _ZN9ioutility12toCharsBoostITkNS_8IntegralEjEEN5boost14static_strings19basic_static_stringILm10EcSt11char_traitsIcEEET_b
  0.00      0.16     0.00     8901     0.00     0.00  boost::charconv::to_chars_result boost::charconv::detail::to_chars_integer_impl<unsigned long>(char*, char*, unsigned long)
  0.00      0.16     0.00     8063     0.00     0.00  void ioutility::fromCharsBoost<unsigned long>(std::basic_string_view<char, std::char_traits<char> >, unsigned long&)
  0.00      0.16     0.00     6017     0.00     0.00  Logger& operator<< <char>(Logger&, char const&)
  0.00      0.16     0.00     6005     0.00     0.00  FileLines::refillBuffer()
  0.00      0.16     0.00     5547     0.00     0.00  fifo::Fifo::writeString(int, char const*, unsigned long)
  0.00      0.16     0.00     4004     0.00     0.00  deserialize(std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, DIAGNOSTICS, STATUS, unsigned long, unsigned long>&, char const*)
  0.00      0.16     0.00     4002     0.00     0.00  utility::isClientTerminal()
  0.00      0.16     0.00     4002     0.00     0.00  utility::isServerTerminal()
  0.00      0.16     0.00     3035     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)
  0.00      0.16     0.00     3004     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(unsigned long, char)
  0.00      0.16     0.00     2011     0.00     0.00  std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::emit()
  0.00      0.16     0.00     2011     0.00     0.00  std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::basic_syncbuf(std::basic_streambuf<char, std::char_traits<char> >*, std::allocator<char> const&)
  0.00      0.16     0.00     2011     0.00     0.00  std::basic_syncbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_syncbuf()
  0.00      0.16     0.00     2011     0.00     0.00  std::basic_osyncstream<char, std::char_traits<char>, std::allocator<char> >::basic_osyncstream(std::basic_streambuf<char, std::char_traits<char> >*)
  0.00      0.16     0.00     2004     0.00     0.00  Logger& operator<< <std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Logger&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.16     0.00     2001     0.00     0.00  isCompressed(std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, DIAGNOSTICS, STATUS, unsigned long, unsigned long> const&)
  0.00      0.16     0.00     2001     0.00     0.00  extractCompressor(std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, DIAGNOSTICS, STATUS, unsigned long, unsigned long> const&)
  0.00      0.16     0.00     2001     0.00     0.00  CryptoPP::AllocatorBase<unsigned int>::CheckSize(unsigned long)
  0.00      0.16     0.00     2001     0.00     0.00  CryptoPP::SecBlock<unsigned char, CryptoPP::AllocatorWithCleanup<unsigned char, false> >::Assign(CryptoPP::SecBlock<unsigned char, CryptoPP::AllocatorWithCleanup<unsigned char, false> > const&)
  0.00      0.16     0.00     2001     0.00     0.00  CryptoPP::SecBlock<unsigned int, CryptoPP::AllocatorWithCleanup<unsigned int, true> >::Assign(CryptoPP::SecBlock<unsigned int, CryptoPP::AllocatorWithCleanup<unsigned int, true> > const&)
  0.00      0.16     0.00     2001     0.00     0.00  CryptoPP::SimpleKeyingInterfaceImpl<CryptoPP::TwoBases<CryptoPP::BlockCipher, CryptoPP::Rijndael_Info>, CryptoPP::TwoBases<CryptoPP::BlockCipher, CryptoPP::Rijndael_Info> >::GetValidKeyLength(unsigned long) const
  0.00      0.16     0.00     2000     0.00     0.00  CryptoBase::isEncrypted(std::basic_string_view<char, std::char_traits<char> >)
  0.00      0.16     0.00     1973     0.00     0.00  serialize(std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, DIAGNOSTICS, STATUS, unsigned long, unsigned long> const&)
  0.00      0.16     0.00     1924     0.00     0.00  fifo::CloseFileDescriptor::~CloseFileDescriptor()
  0.00      0.16     0.00     1003     0.00     0.00  std::filesystem::__cxx11::path::path<std::basic_string_view<char, std::char_traits<char> >, std::filesystem::__cxx11::path>(std::basic_string_view<char, std::char_traits<char> > const&, std::filesystem::__cxx11::path::format)
  0.00      0.16     0.00     1003     0.00     0.00  Logger& operator<< <char [9]>(Logger&, char const (&) [9])
  0.00      0.16     0.00     1003     0.00     0.00  Logger& operator<< <int>(Logger&, int const&)
  0.00      0.16     0.00     1001     0.00     0.00  extractField1Size(std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, DIAGNOSTICS, STATUS, unsigned long, unsigned long> const&)
  0.00      0.16     0.00     1001     0.00     0.00  extractField2Size(std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, DIAGNOSTICS, STATUS, unsigned long, unsigned long> const&)
  0.00      0.16     0.00     1001     0.00     0.00  extractField3Size(std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, DIAGNOSTICS, STATUS, unsigned long, unsigned long> const&)
  0.00      0.16     0.00     1001     0.00     0.00  extractField4Size(std::tuple<HEADERTYPE, unsigned long, unsigned long, COMPRESSORS, DIAGNOSTICS, STATUS, unsigned long, unsigned long> const&)
  0.00      0.16     0.00     1001     0.00     0.00  void CryptoPlPl::setAESmodule<CryptoPP::BlockCipherFinal<(CryptoPP::CipherDir)0, CryptoPP::Rijndael::Enc> >(CryptoPP::BlockCipherFinal<(CryptoPP::CipherDir)0, CryptoPP::Rijndael::Enc>&)
